"ERB_CASA";"QTDE_LNHA_POS";"QTDE_LNHA_CTRL";"QTDE_LNHA_PRE";"X";"Y";"ANOMES"
"GO60B";7;78;102;-49,399194;-16,6295;202602
"GO8PV";97;348;249;-50,436176;-18,446181;202602
"GOSTZ";96;1350;2008;-49,701;-14,427194;202602
"GOBMP";281;684;525;-49,303944;-16,620106;202602
"GOAAY";307;559;201;-48,917259;-16,318236;202602
"GOFMO";218;930;511;-47,322228;-15,546197;202602
"GOSRH";1113;1299;717;-49,261503;-16,723481;202602
"GOAJR";63;649;608;-49,294167;-16,822222;202602
"GOGPR";582;1014;837;-49,294608;-16,645658;202602
"GOAMR";199;663;378;-49,29205;-16,7581;202602
"GOIRO";28;169;94;-49,21158;-18,39492;202602
"GOROD";8;216;600;-46,351439;-14,239519;202602
"GOIBB";43;218;134;-49,200528;-18,391556;202602
"GOSTC";781;675;272;-49,280242;-16,685778;202602
"GOOCD";265;1441;616;-47,933056;-16,11075;202602
"GOALS";73;677;411;-48,290889;-15,784417;202602
"GOBRM";80;395;288;-49,31518;-16,5972;202602
"GOUCZ";14;71;88;-49,567555;-15,616922;202602
"GOGST";328;423;190;-49,241333;-16,680389;202602
"GOBLZ";18;483;646;-52,5406;-16,197981;202602
"GOCIV";608;616;296;-49,254461;-16,679911;202602
"GOTMB";1;22;62;-46,51099;-14,1353;202602
"GO10C";5;56;146;-49,656667;-14,267778;202602
"GOTGL";105;579;450;-49,459611;-16,645111;202602
"GOCMG";4;40;37;-48,787639;-15,857833;202602
"GOJGB";322;1545;919;-49,223717;-16,622119;202602
"GOBRA";2;37;35;-50,40274;-16,39159;202602
