"ERB_CASA";"QTDE_LNHA_POS";"QTDE_LNHA_CTRL";"QTDE_LNHA_PRE";"X";"Y";"ANOMES"
"GO8RD";24;165;129;-47,313444;-15,544222;202512
"GOCQZ";150;79;15;-49,247597;-16,692539;202512
"GOSTO";788;459;166;-49,267833;-16,679778;202512
"GOAVG";65;590;562;-49,28205;-16,84015;202512
"GORIU";239;851;657;-49,500453;-16,384736;202512
"GOAVT";217;143;59;-49,26055;-16,677094;202512
"GOSLD";174;1248;713;-50,371833;-16,518694;202512
"GOFNM";3;27;48;-50,767972;-16,19775;202512
"GOTRA";702;1050;737;-49,251;-16,717867;202512
"GO8QH";9;98;92;-48,285174;-15,73254;202512
"GORRE";19;18;15;-48,75323;-17,77831;202512
"GO1S4";290;188;63;-49,266881;-16,717431;202512
